"logLik" "logLik_se" "kappa" "phi" "Gamma" "psi" "mu" "sigma" "bet"
-1951.30249739255 142.843459611557 0.172146633518095 5.50915511052105 1.2692210534039 819.395690667222 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1954.61500872852 39.9373140513464 0.187121072437741 6.15234174948832 1.12575476298137 176.541221619337 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1976.34383072558 20.1423705893318 0.155528638633542 6.34770802477214 1.25800167928143 266.855910494204 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2068.31300937354 2.79861086833552 0.22913469803461 4.34306712251962 2.33074765738989 140.411546240636 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2009.52884516931 48.5633387248314 0.161496566015475 6.28777799462151 1.30776856405033 159.503001467289 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1966.32340461551 7.52180850362585 0.194720470680378 5.31969275656331 1.54682234105087 208.205931901966 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2068.08408501604 27.118009482606 0.158217739521554 5.48485756726618 1.45546132730906 243.37367232901 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2149.958838553 0.846584649262606 0.0729109124576671 1.9285728242904 1.24545513474641 28.1583837181477 3.4994584588035e-05 0.273972602739726 1.0958904109589
-3338.71557298862 42.1641432676843 0.241522089595062 27.4077950240993 1.11579558706382 161.282037353488 3.4994584588035e-05 0.273972602739726 1.0958904109589
-3359.09883031233 95.5677418845635 0.308522896398425 13.0043306854535 7.09223931812879 740.825577528759 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2015.34809550529 3.79075096137946 0.173413589692224 5.73615465331805 1.38014167006046 576.225658166586 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1930.37544412328 11.174623146049 0.210235430721251 5.64298379167799 1.45990849450843 183.297874611681 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1951.55729351752 33.55499220549 0.196446614736694 5.13253900867747 1.48769020340187 95.9923894567015 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2076.40353190917 30.8916092342515 0.229600538284013 5.2906245978157 1.86870867539459 664.864899476311 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2042.56128324656 115.299695656563 0.146487343443821 6.26865299689455 1.2611798387997 1930.42042684195 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1933.33681002546 31.0246455143635 0.184202699682054 5.67774263752038 1.32732266287417 1840.11015293117 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1982.11219767098 316.24038839699 0.163535420119863 5.92004192001381 1.06539068048141 218.738517344368 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1952.84621554634 57.7487797023229 0.150372220565371 6.24563911329776 1.24659871294168 147.049745376474 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2090.33921658798 31.4789085457771 0.208566817608184 4.28901566005403 1.99837202775742 99.3892841003991 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1964.3759979336 13.6841274433599 0.149408945830366 6.95192535551629 1.00864333769316 2470.7381971564 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1949.49425159516 43.948220754571 0.178212328778097 6.45729227417096 1.07379360826967 1842.53885690732 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1944.68965292417 16.693681017076 0.168732029225618 5.87471236116655 1.32368740188246 160.952063215554 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1980.00778286558 0.838090759115788 0.158473300600846 6.4222496106363 1.16636784181818 149.508459470769 3.4994584588035e-05 0.273972602739726 1.0958904109589
-2054.3863178636 34.0820220963844 0.208093428768656 4.79896248412921 1.93816316006924 368.995161245515 3.4994584588035e-05 0.273972602739726 1.0958904109589
-1999.76464274453 215.294362332332 0.17126223226745 6.06615237396218 1.0864200115625 926.084708487696 3.4994584588035e-05 0.273972602739726 1.0958904109589
