Date,Open,High,Low,Close,Adj Close,Volume
2003-04-28,1463.000000,1504.219971,1451.319946,1502.880005,1502.880005,3299980000
2003-05-05,1508.310059,1531.819946,1486.910034,1520.150024,1520.150024,9163660000
2003-05-12,1518.520020,1552.979980,1512.719971,1538.530029,1538.530029,9235540000
2003-05-19,1530.380005,1536.040039,1478.150024,1510.089966,1510.089966,8205560000
2003-05-26,1504.869995,1599.920044,1504.219971,1595.910034,1595.910034,8518570000
2003-06-02,1612.099976,1684.060059,1584.699951,1627.420044,1627.420044,12512810000
2003-06-09,1623.000000,1661.119995,1597.319946,1626.489990,1626.489990,9184390000
2003-06-16,1633.800049,1686.099976,1629.589966,1644.719971,1644.719971,9688100000
2003-06-23,1642.329956,1653.739990,1598.250000,1625.260010,1625.260010,7992870000
2003-06-30,1634.859985,1683.770020,1598.920044,1663.459961,1663.459961,6316200000
2003-07-07,1685.410034,1758.180054,1685.410034,1733.930054,1733.930054,9219170000
2003-07-14,1757.430054,1776.099976,1688.819946,1708.500000,1708.500000,9324940000
2003-07-21,1706.150024,1740.800049,1675.180054,1730.699951,1730.699951,8533230000
2003-07-28,1734.680054,1757.369995,1713.209961,1715.619995,1715.619995,8095890000
2003-08-04,1714.839966,1723.270020,1640.880005,1644.030029,1644.030029,8153430000
2003-08-11,1646.949951,1705.329956,1646.589966,1702.010010,1702.010010,5998340000
2003-08-18,1707.170044,1812.489990,1706.930054,1765.319946,1765.319946,8135130000
2003-08-25,1763.780029,1813.819946,1737.150024,1810.449951,1810.449951,6523120000
2003-09-01,1817.920044,1879.699951,1804.300049,1858.239990,1858.239990,7945520000
2003-09-08,1863.880005,1888.650024,1819.420044,1855.030029,1855.030029,9716520000
2003-09-15,1857.119995,1913.739990,1843.790039,1905.699951,1905.699951,9052530000
2003-09-22,1881.420044,1904.130005,1792.060059,1792.069946,1792.069946,9671440000
2003-09-29,1801.550049,1891.619995,1783.459961,1880.569946,1880.569946,8971580000
2003-10-06,1884.640015,1936.930054,1876.000000,1915.310059,1915.310059,8566410000
2003-10-13,1924.060059,1966.869995,1910.239990,1912.359985,1912.359985,8786230000
2003-10-20,1913.790039,1944.339966,1841.619995,1865.589966,1865.589966,8878720000
2003-10-27,1876.030029,1957.530029,1873.619995,1932.209961,1932.209961,9555100000
2003-11-03,1941.310059,1992.270020,1938.219971,1970.739990,1970.739990,10288720000
2003-11-10,1972.099976,1977.790039,1923.500000,1930.260010,1930.260010,8926740000
2003-11-17,1919.010010,1926.000000,1878.069946,1893.880005,1893.880005,8978510000
2003-11-24,1907.290039,1963.060059,1907.290039,1960.260010,1960.260010,5855960000
2003-12-01,1972.969971,2000.920044,1935.579956,1937.819946,1937.819946,9664520000
2003-12-08,1937.479980,1956.969971,1887.459961,1949.000000,1949.000000,8608220000
2003-12-15,1978.770020,1979.780029,1901.660034,1951.020020,1951.020020,8686920000
2003-12-22,1946.189941,1979.739990,1941.619995,1973.140015,1973.140015,3778030000
2003-12-29,1976.930054,2022.369995,1976.930054,2006.680054,2006.680054,6399970000
2004-01-05,2020.780029,2113.330078,2020.780029,2086.919922,2086.919922,12097120000
2004-01-12,2093.540039,2140.469971,2080.290039,2140.459961,2140.459961,11619660000
2004-01-19,2149.030029,2152.120117,2108.449951,2123.870117,2123.870117,9603330000
2004-01-26,2120.560059,2153.830078,2041.069946,2066.149902,2066.149902,10985800000
2004-02-02,2072.129883,2085.489990,2012.790039,2064.010010,2064.010010,9839640000
2004-02-09,2069.290039,2091.219971,2049.760010,2053.560059,2053.560059,9343520000
2004-02-16,2068.419922,2094.919922,2022.790039,2037.930054,2037.930054,7379170000
2004-02-23,2044.410034,2045.099976,1991.050049,2029.819946,2029.819946,9354510000
2004-03-01,2036.920044,2069.020020,2020.290039,2047.630005,2047.630005,9229020000
2004-03-08,2052.070068,2058.250000,1943.890015,1984.729980,1984.729980,10208030000
2004-03-15,1977.780029,1980.310059,1927.689941,1940.469971,1940.469971,8689140000
2004-03-22,1929.020020,1976.760010,1896.910034,1960.020020,1960.020020,9205300000
2004-03-29,1975.430054,2057.169922,1975.430054,2057.169922,2057.169922,9183180000
2004-04-05,2055.989990,2079.120117,2038.739990,2052.879883,2052.879883,7016500000
2004-04-12,2057.639893,2073.419922,1982.140015,1995.739990,1995.739990,9113230000
2004-04-19,1995.369995,2051.750000,1973.250000,2049.770020,2049.770020,9723710000
2004-04-26,2052.250000,2059.080078,1919.390015,1920.150024,1920.150024,10282510000
2004-05-03,1928.719971,1969.969971,1917.959961,1917.959961,1917.959961,8764540000
2004-05-10,1904.729980,1937.869995,1878.770020,1904.250000,1904.250000,8513610000
2004-05-17,1881.060059,1936.040039,1865.400024,1912.089966,1912.089966,7716470000
2004-05-24,1924.869995,1991.869995,1913.729980,1986.739990,1986.739990,7658160000
2004-05-31,1978.520020,1998.319946,1960.260010,1978.619995,1978.619995,5923420000
2004-06-07,1991.670044,2023.540039,1988.890015,1999.869995,1999.869995,5815930000
2004-06-14,1987.750000,2006.579956,1963.479980,1986.729980,1986.729980,7430730000
2004-06-21,1990.819946,2033.869995,1964.530029,2025.469971,2025.469971,8485240000
2004-06-28,2038.979980,2055.649902,1996.609985,2006.660034,2006.660034,7886310000
2004-07-05,1994.699951,1995.400024,1934.569946,1946.329956,1946.329956,6867760000
2004-07-12,1936.170044,1945.170044,1882.930054,1883.150024,1883.150024,8234800000
2004-07-19,1889.060059,1933.030029,1846.550049,1849.089966,1849.089966,9175090000
2004-07-26,1852.420044,1896.310059,1829.060059,1887.359985,1887.359985,8494510000
2004-08-02,1874.930054,1893.130005,1775.569946,1776.890015,1776.890015,7954760000
2004-08-09,1782.349976,1808.699951,1750.819946,1757.219971,1757.219971,7506620000
2004-08-16,1759.579956,1843.119995,1759.579956,1838.020020,1838.020020,7014440000
2004-08-23,1843.790039,1866.250000,1828.510010,1862.089966,1862.089966,6041290000
