activity_date,course_item_type_category,course_item_type_desc,count
2017-01-12 03:00:00,programming,graded programming,1120
2017-01-12 03:00:00,lecture,lecture,3729
2017-01-12 03:00:00,quiz,exam,172
2017-01-12 03:00:00,,others,12
2017-01-13 03:00:00,quiz,exam,124
2017-01-13 03:00:00,lecture,lecture,3051
2017-01-13 03:00:00,supplement,supplement,290
2017-01-13 03:00:00,notebook,notebook,2264
2017-01-13 03:00:00,programming,graded programming,860
2017-01-13 03:00:00,,others,3
2017-01-14 03:00:00,quiz,exam,132
2017-01-14 03:00:00,lecture,lecture,2504
2017-01-14 03:00:00,supplement,supplement,170
2017-01-14 03:00:00,notebook,notebook,2372
2017-01-14 03:00:00,programming,graded programming,1320
2017-01-14 03:00:00,,others,7
2017-01-15 03:00:00,lecture,lecture,3375
2017-01-15 03:00:00,programming,graded programming,1160
2017-01-15 03:00:00,notebook,notebook,2772
2017-01-15 03:00:00,,others,7
2017-01-15 03:00:00,supplement,supplement,303
2017-01-15 03:00:00,quiz,exam,256
2017-01-16 03:00:00,lecture,lecture,4444
2017-01-16 03:00:00,quiz,exam,244
2017-01-16 03:00:00,supplement,supplement,400
2017-01-16 03:00:00,notebook,notebook,3272
2017-01-16 03:00:00,programming,graded programming,1092
2017-01-16 03:00:00,,others,10
2017-01-17 03:00:00,quiz,exam,228
2017-01-17 03:00:00,programming,graded programming,800
2017-01-17 03:00:00,notebook,notebook,2504
2017-01-17 03:00:00,,others,7
2017-01-17 03:00:00,lecture,lecture,3643
2017-01-17 03:00:00,supplement,supplement,359
2017-01-18 03:00:00,lecture,lecture,4309
2017-01-18 03:00:00,supplement,supplement,288
2017-01-18 03:00:00,notebook,notebook,2716
2017-01-18 03:00:00,quiz,exam,328
2017-01-18 03:00:00,programming,graded programming,648
2017-01-18 03:00:00,,others,16
2017-01-19 03:00:00,supplement,supplement,328
2017-01-19 03:00:00,lecture,lecture,3995
2017-01-19 03:00:00,quiz,exam,240
2017-01-19 03:00:00,notebook,notebook,2756
2017-01-19 03:00:00,programming,graded programming,664
2017-01-19 03:00:00,,others,12
2017-01-20 03:00:00,quiz,exam,308
2017-01-20 03:00:00,lecture,lecture,3363
2017-01-20 03:00:00,supplement,supplement,246
2017-01-20 03:00:00,notebook,notebook,2268
2017-01-20 03:00:00,programming,graded programming,820
2017-01-21 03:00:00,quiz,exam,104
2017-01-21 03:00:00,notebook,notebook,1940
2017-01-21 03:00:00,lecture,lecture,2631
2017-01-21 03:00:00,supplement,supplement,223
2017-01-21 03:00:00,programming,graded programming,768
2017-01-21 03:00:00,,others,7
2017-01-22 03:00:00,lecture,lecture,3755
2017-01-22 03:00:00,quiz,exam,316
2017-01-22 03:00:00,supplement,supplement,246
2017-01-22 03:00:00,programming,graded programming,1532
2017-01-22 03:00:00,notebook,notebook,3152
2017-01-22 03:00:00,,others,12
2017-01-23 03:00:00,notebook,notebook,2220
2017-01-23 03:00:00,supplement,supplement,205
2017-01-23 03:00:00,lecture,lecture,3002
2017-01-23 03:00:00,programming,graded programming,900
2017-01-23 03:00:00,quiz,exam,268
2017-01-23 03:00:00,,others,10
2017-01-24 03:00:00,supplement,supplement,132
2017-01-24 03:00:00,,others,17
2017-01-24 03:00:00,quiz,exam,192
2017-01-24 03:00:00,lecture,lecture,3001
2017-01-24 03:00:00,programming,graded programming,464
2017-01-24 03:00:00,notebook,notebook,1828
2017-01-25 03:00:00,lecture,lecture,3025
2017-01-25 03:00:00,quiz,exam,96
2017-01-25 03:00:00,notebook,notebook,2068
2017-01-25 03:00:00,supplement,supplement,202
2017-01-25 03:00:00,programming,graded programming,892
2017-01-25 03:00:00,,others,10
2017-01-26 03:00:00,supplement,supplement,183
2017-01-26 03:00:00,lecture,lecture,2458
2017-01-26 03:00:00,quiz,exam,232
2017-01-26 03:00:00,notebook,notebook,2016
2017-01-26 03:00:00,programming,graded programming,600
2017-01-26 03:00:00,,others,7
2017-01-27 03:00:00,notebook,notebook,1796
2017-01-27 03:00:00,lecture,lecture,2632
2017-01-27 03:00:00,,others,21
2017-01-27 03:00:00,supplement,supplement,188
2017-01-27 03:00:00,quiz,exam,180
2017-01-27 03:00:00,programming,graded programming,980
2017-01-28 03:00:00,notebook,notebook,1524
2017-01-28 03:00:00,,others,3
2017-01-28 03:00:00,lecture,lecture,2463
2017-01-28 03:00:00,quiz,exam,136
2017-01-28 03:00:00,supplement,supplement,214
2017-01-28 03:00:00,programming,graded programming,572
2017-01-29 03:00:00,lecture,lecture,2618
2017-01-29 03:00:00,quiz,exam,196
2017-01-29 03:00:00,notebook,notebook,2404
2017-01-29 03:00:00,supplement,supplement,238
2017-01-29 03:00:00,,others,9
2017-01-29 03:00:00,programming,graded programming,1164
2017-01-30 03:00:00,lecture,lecture,3396
2017-01-30 03:00:00,notebook,notebook,2608
2017-01-30 03:00:00,supplement,supplement,267
2017-01-30 03:00:00,,others,6
2017-01-30 03:00:00,quiz,exam,228
2017-01-30 03:00:00,programming,graded programming,968
2017-01-31 03:00:00,supplement,supplement,372
2017-01-31 03:00:00,notebook,notebook,2184
2017-01-31 03:00:00,quiz,exam,300
2017-01-31 03:00:00,lecture,lecture,4058
2017-01-31 03:00:00,programming,graded programming,664
2017-01-31 03:00:00,,others,10
2017-02-01 03:00:00,supplement,supplement,300
2017-02-01 03:00:00,quiz,exam,348
2017-02-01 03:00:00,programming,graded programming,772
2017-02-01 03:00:00,lecture,lecture,3117
2017-02-01 03:00:00,,others,3
2017-02-01 03:00:00,notebook,notebook,1864
2017-02-02 03:00:00,quiz,exam,160
2017-02-02 03:00:00,lecture,lecture,2228
2017-02-02 03:00:00,programming,graded programming,556
2017-02-02 03:00:00,supplement,supplement,241
2017-02-02 03:00:00,,others,14
2017-02-02 03:00:00,notebook,notebook,1312
2017-02-03 03:00:00,notebook,notebook,1100
2017-02-03 03:00:00,quiz,exam,280
2017-02-03 03:00:00,supplement,supplement,245
2017-02-03 03:00:00,,others,7
2017-02-03 03:00:00,programming,graded programming,352
2017-02-03 03:00:00,lecture,lecture,2882
2017-02-04 03:00:00,lecture,lecture,2606
2017-02-04 03:00:00,supplement,supplement,226
2017-02-04 03:00:00,quiz,exam,200
2017-02-04 03:00:00,,others,14
2017-02-04 03:00:00,programming,graded programming,704
2017-02-04 03:00:00,notebook,notebook,1404
2017-02-05 03:00:00,lecture,lecture,2100
2017-02-05 03:00:00,supplement,supplement,271
2017-02-05 03:00:00,programming,graded programming,724
2017-02-05 03:00:00,notebook,notebook,1620
2017-02-05 03:00:00,,others,3
2017-02-05 03:00:00,quiz,exam,164
2017-02-06 03:00:00,supplement,supplement,220
2017-02-06 03:00:00,lecture,lecture,3140
2017-02-06 03:00:00,quiz,exam,172
2017-02-06 03:00:00,notebook,notebook,1456
2017-02-06 03:00:00,,others,10
2017-02-06 03:00:00,programming,graded programming,540
2017-02-07 03:00:00,lecture,lecture,2917
2017-02-07 03:00:00,notebook,notebook,1320
2017-02-07 03:00:00,programming,graded programming,544
2017-02-07 03:00:00,supplement,supplement,173
2017-02-07 03:00:00,,others,13
2017-02-07 03:00:00,quiz,exam,180
2017-02-08 03:00:00,supplement,supplement,129
2017-02-08 03:00:00,lecture,lecture,2255
2017-02-08 03:00:00,quiz,exam,124
2017-02-08 03:00:00,programming,graded programming,676
2017-02-08 03:00:00,notebook,notebook,1184
2017-02-09 03:00:00,programming,graded programming,248
2017-02-09 03:00:00,supplement,supplement,191
2017-02-09 03:00:00,,others,7
2017-02-09 03:00:00,lecture,lecture,2472
2017-02-09 03:00:00,notebook,notebook,1044
2017-02-09 03:00:00,quiz,exam,140
2017-02-10 03:00:00,notebook,notebook,900
2017-02-10 03:00:00,lecture,lecture,2365
2017-02-10 03:00:00,supplement,supplement,197
2017-02-10 03:00:00,quiz,exam,124
2017-02-10 03:00:00,programming,graded programming,512
2017-02-10 03:00:00,,others,6
2017-02-11 03:00:00,programming,graded programming,372
2017-02-11 03:00:00,quiz,exam,84
2017-02-11 03:00:00,lecture,lecture,2068
2017-02-11 03:00:00,,others,6
2017-02-11 03:00:00,supplement,supplement,114
2017-02-11 03:00:00,notebook,notebook,1404
2017-02-12 03:00:00,notebook,notebook,1020
2017-02-12 03:00:00,quiz,exam,64
2017-02-12 03:00:00,supplement,supplement,92
2017-02-12 03:00:00,programming,graded programming,668
2017-02-12 03:00:00,lecture,lecture,1710
2017-02-12 03:00:00,,others,6
2017-02-13 03:00:00,notebook,notebook,1052
2017-02-13 03:00:00,lecture,lecture,2324
2017-02-13 03:00:00,supplement,supplement,216
2017-02-13 03:00:00,quiz,exam,164
2017-02-13 03:00:00,programming,graded programming,408
2017-02-13 03:00:00,,others,3
2017-02-14 03:00:00,lecture,lecture,3313
2017-02-14 03:00:00,supplement,supplement,410
2017-02-14 03:00:00,programming,graded programming,268
2017-02-14 03:00:00,quiz,exam,164
2017-02-14 03:00:00,,others,4
2017-02-14 03:00:00,notebook,notebook,1160
2017-02-15 03:00:00,supplement,supplement,248
2017-02-15 03:00:00,,others,6
2017-02-15 03:00:00,quiz,exam,168
2017-02-15 03:00:00,notebook,notebook,1288
2017-02-15 03:00:00,programming,graded programming,476
2017-02-15 03:00:00,lecture,lecture,2757
2017-02-16 03:00:00,notebook,notebook,1336
2017-02-16 03:00:00,lecture,lecture,2947
2017-02-16 03:00:00,supplement,supplement,325
2017-02-16 03:00:00,quiz,exam,108
2017-02-16 03:00:00,programming,graded programming,660
2017-02-16 03:00:00,,others,3
2017-02-17 03:00:00,quiz,exam,328
2017-02-17 03:00:00,lecture,lecture,2290
2017-02-17 03:00:00,,others,25
2017-02-17 03:00:00,supplement,supplement,176
2017-02-17 03:00:00,programming,graded programming,532
2017-02-17 03:00:00,notebook,notebook,1148
2017-02-18 03:00:00,supplement,supplement,153
2017-02-18 03:00:00,notebook,notebook,1264
2017-02-18 03:00:00,lecture,lecture,2271
2017-02-18 03:00:00,quiz,exam,372
2017-02-18 03:00:00,,others,7
2017-02-18 03:00:00,programming,graded programming,496
2017-02-19 03:00:00,lecture,lecture,2421
2017-02-19 03:00:00,notebook,notebook,1468
2017-02-19 03:00:00,supplement,supplement,176
2017-02-19 03:00:00,programming,graded programming,1160
2017-02-19 03:00:00,quiz,exam,904
2017-02-19 03:00:00,,others,3
2017-02-20 03:00:00,supplement,supplement,184
2017-02-20 03:00:00,notebook,notebook,1084
2017-02-20 03:00:00,quiz,exam,984
2017-02-20 03:00:00,lecture,lecture,2378
2017-02-20 03:00:00,programming,graded programming,624
2017-02-20 03:00:00,,others,7
2017-02-21 03:00:00,programming,graded programming,608
2017-02-21 03:00:00,supplement,supplement,166
2017-02-21 03:00:00,,others,6
2017-02-21 03:00:00,quiz,exam,508
2017-02-21 03:00:00,lecture,lecture,2965
2017-02-21 03:00:00,notebook,notebook,1136
2017-02-22 03:00:00,supplement,supplement,254
2017-02-22 03:00:00,lecture,lecture,2365
2017-02-22 03:00:00,notebook,notebook,1376
2017-02-22 03:00:00,programming,graded programming,660
2017-02-22 03:00:00,quiz,exam,484
2017-02-22 03:00:00,,others,25
2017-02-23 03:00:00,lecture,lecture,2066
2017-02-23 03:00:00,notebook,notebook,1164
2017-02-23 03:00:00,,others,4
2017-02-23 03:00:00,supplement,supplement,115
2017-02-23 03:00:00,quiz,exam,492
2017-02-23 03:00:00,programming,graded programming,460
2017-02-24 03:00:00,,others,3
2017-02-24 03:00:00,lecture,lecture,2209
2017-02-24 03:00:00,supplement,supplement,187
2017-02-24 03:00:00,quiz,exam,108
2017-02-24 03:00:00,notebook,notebook,1012
2017-02-24 03:00:00,programming,graded programming,824
2017-02-25 03:00:00,quiz,exam,256
2017-02-25 03:00:00,programming,graded programming,404
2017-02-25 03:00:00,lecture,lecture,1625
2017-02-25 03:00:00,,others,13
2017-02-25 03:00:00,notebook,notebook,988
2017-02-25 03:00:00,supplement,supplement,127
2017-02-26 03:00:00,lecture,lecture,2340
2017-02-26 03:00:00,notebook,notebook,1120
2017-02-26 03:00:00,supplement,supplement,139
2017-02-26 03:00:00,quiz,exam,500
2017-02-26 03:00:00,,others,14
2017-02-26 03:00:00,programming,graded programming,616
2017-02-27 03:00:00,notebook,notebook,1192
2017-02-27 03:00:00,supplement,supplement,163
2017-02-27 03:00:00,programming,graded programming,476
2017-02-27 03:00:00,quiz,exam,604
2017-02-27 03:00:00,,others,11
2017-02-27 03:00:00,lecture,lecture,2453
2017-02-28 03:00:00,lecture,lecture,2238
2017-02-28 03:00:00,quiz,exam,764
2017-02-28 03:00:00,notebook,notebook,1036
2017-02-28 03:00:00,supplement,supplement,132
2017-02-28 03:00:00,,others,4
2017-02-28 03:00:00,programming,graded programming,288
2017-03-01 03:00:00,notebook,notebook,1052
2017-03-01 03:00:00,lecture,lecture,2004
2017-03-01 03:00:00,supplement,supplement,176
2017-03-01 03:00:00,quiz,exam,444
2017-03-01 03:00:00,programming,graded programming,540
2017-03-02 03:00:00,notebook,notebook,1196
2017-03-02 03:00:00,quiz,exam,1104
2017-03-02 03:00:00,lecture,lecture,3253
2017-03-02 03:00:00,supplement,supplement,422
2017-03-02 03:00:00,programming,graded programming,560
2017-03-03 03:00:00,supplement,supplement,338
2017-03-03 03:00:00,notebook,notebook,1352
2017-03-03 03:00:00,programming,graded programming,504
2017-03-03 03:00:00,quiz,exam,1244
2017-03-03 03:00:00,lecture,lecture,3331
2017-03-04 03:00:00,quiz,exam,196
2017-03-04 03:00:00,notebook,notebook,1352
2017-03-04 03:00:00,programming,graded programming,520
2017-03-04 03:00:00,lecture,lecture,3452
2017-03-04 03:00:00,supplement,supplement,233
2017-03-05 03:00:00,supplement,supplement,266
2017-03-05 03:00:00,notebook,notebook,1372
2017-03-05 03:00:00,programming,graded programming,760
2017-03-05 03:00:00,quiz,exam,524
2017-03-05 03:00:00,lecture,lecture,3118
2017-03-05 03:00:00,,others,6
2017-03-06 03:00:00,lecture,lecture,4093
2017-03-06 03:00:00,notebook,notebook,1332
2017-03-06 03:00:00,supplement,supplement,330
2017-03-06 03:00:00,quiz,exam,448
2017-03-06 03:00:00,programming,graded programming,388
2017-03-06 03:00:00,,others,3
2017-03-07 03:00:00,quiz,exam,520
2017-03-07 03:00:00,supplement,supplement,281
2017-03-07 03:00:00,programming,graded programming,648
2017-03-07 03:00:00,,others,8
2017-03-07 03:00:00,lecture,lecture,3543
2017-03-07 03:00:00,notebook,notebook,1104
2017-03-08 03:00:00,notebook,notebook,1104
2017-03-08 03:00:00,lecture,lecture,3311
2017-03-08 03:00:00,programming,graded programming,340
2017-03-08 03:00:00,supplement,supplement,269
2017-03-08 03:00:00,,others,6
2017-03-08 03:00:00,quiz,exam,1064
2017-03-09 03:00:00,lecture,lecture,3110
2017-03-09 03:00:00,supplement,supplement,281
2017-03-09 03:00:00,notebook,notebook,1076
2017-03-09 03:00:00,programming,graded programming,648
2017-03-09 03:00:00,quiz,exam,724
2017-03-10 03:00:00,lecture,lecture,2104
2017-03-10 03:00:00,notebook,notebook,924
2017-03-10 03:00:00,quiz,exam,396
2017-03-10 03:00:00,supplement,supplement,135
2017-03-10 03:00:00,programming,graded programming,320
2017-03-10 03:00:00,,others,14
2017-03-11 03:00:00,lecture,lecture,1904
2017-03-11 03:00:00,supplement,supplement,120
2017-03-11 03:00:00,programming,graded programming,424
2017-03-11 03:00:00,quiz,exam,696
2017-03-11 03:00:00,notebook,notebook,748
2017-03-12 04:00:00,lecture,lecture,2696
2017-03-12 04:00:00,supplement,supplement,204
2017-03-12 04:00:00,notebook,notebook,1140
2017-03-12 04:00:00,programming,graded programming,912
2017-03-12 04:00:00,,others,3
2017-03-12 04:00:00,quiz,exam,336
2017-03-13 03:00:00,supplement,supplement,184
2017-03-13 03:00:00,lecture,lecture,2220
2017-03-13 03:00:00,notebook,notebook,1160
2017-03-13 03:00:00,quiz,exam,248
2017-03-13 03:00:00,programming,graded programming,688
2017-03-13 03:00:00,,others,10
2017-03-14 03:00:00,quiz,exam,496
2017-03-14 03:00:00,supplement,supplement,245
2017-03-14 03:00:00,lecture,lecture,2849
2017-03-14 03:00:00,programming,graded programming,528
2017-03-14 03:00:00,notebook,notebook,1412
2017-03-14 03:00:00,,others,7
2017-03-15 03:00:00,supplement,supplement,162
2017-03-15 03:00:00,lecture,lecture,2382
2017-03-15 03:00:00,programming,graded programming,572
2017-03-15 03:00:00,notebook,notebook,1148
2017-03-15 03:00:00,quiz,exam,1128
2017-03-15 03:00:00,,others,3
2017-03-16 03:00:00,notebook,notebook,1352
2017-03-16 03:00:00,lecture,lecture,2053
2017-03-16 03:00:00,supplement,supplement,188
2017-03-16 03:00:00,programming,graded programming,904
2017-03-16 03:00:00,quiz,exam,344
2017-03-16 03:00:00,,others,8
2017-03-17 03:00:00,supplement,supplement,125
2017-03-17 03:00:00,notebook,notebook,1188
2017-03-17 03:00:00,programming,graded programming,684
2017-03-17 03:00:00,lecture,lecture,2696
2017-03-17 03:00:00,quiz,exam,1156
2017-03-17 03:00:00,,others,6
2017-03-18 03:00:00,lecture,lecture,1770
2017-03-18 03:00:00,supplement,supplement,111
2017-03-18 03:00:00,programming,graded programming,368
2017-03-18 03:00:00,quiz,exam,340
2017-03-18 03:00:00,notebook,notebook,852
2017-03-19 03:00:00,programming,graded programming,564
2017-03-19 03:00:00,supplement,supplement,98
2017-03-19 03:00:00,notebook,notebook,856
2017-03-19 03:00:00,quiz,exam,164
2017-03-19 03:00:00,lecture,lecture,1419
2017-03-20 03:00:00,quiz,exam,656
2017-03-20 03:00:00,lecture,lecture,1850
2017-03-20 03:00:00,programming,graded programming,816
2017-03-20 03:00:00,notebook,notebook,1244
2017-03-20 03:00:00,supplement,supplement,154
2017-03-20 03:00:00,,others,3
2017-03-21 03:00:00,lecture,lecture,1922
2017-03-21 03:00:00,supplement,supplement,185
2017-03-21 03:00:00,notebook,notebook,1120
2017-03-21 03:00:00,quiz,exam,532
2017-03-21 03:00:00,,others,4
2017-03-21 03:00:00,programming,graded programming,920
2017-03-22 03:00:00,quiz,exam,384
2017-03-22 03:00:00,notebook,notebook,1048
2017-03-22 03:00:00,programming,graded programming,644
2017-03-22 03:00:00,lecture,lecture,1936
2017-03-22 03:00:00,,others,7
2017-03-22 03:00:00,supplement,supplement,154
2017-03-23 03:00:00,supplement,supplement,115
2017-03-23 03:00:00,lecture,lecture,1870
2017-03-23 03:00:00,quiz,exam,576
2017-03-23 03:00:00,notebook,notebook,1040
2017-03-23 03:00:00,programming,graded programming,544
2017-03-24 03:00:00,notebook,notebook,696
2017-03-24 03:00:00,supplement,supplement,60
2017-03-24 03:00:00,quiz,exam,116
2017-03-24 03:00:00,lecture,lecture,1000
2017-03-24 03:00:00,programming,graded programming,368
2017-03-25 03:00:00,lecture,lecture,1300
2017-03-25 03:00:00,quiz,exam,164
2017-03-25 03:00:00,supplement,supplement,78
2017-03-25 03:00:00,notebook,notebook,528
2017-03-25 03:00:00,programming,graded programming,364
2017-03-26 03:00:00,supplement,supplement,75
2017-03-26 03:00:00,lecture,lecture,1446
2017-03-26 03:00:00,quiz,exam,320
2017-03-26 03:00:00,notebook,notebook,536
2017-03-26 03:00:00,programming,graded programming,160
2017-03-27 03:00:00,supplement,supplement,106
2017-03-27 03:00:00,lecture,lecture,2210
2017-03-27 03:00:00,quiz,exam,560
2017-03-27 03:00:00,notebook,notebook,956
2017-03-27 03:00:00,programming,graded programming,300
2017-03-28 03:00:00,lecture,lecture,2314
2017-03-28 03:00:00,supplement,supplement,191
2017-03-28 03:00:00,quiz,exam,768
2017-03-28 03:00:00,programming,graded programming,268
2017-03-28 03:00:00,notebook,notebook,772
2017-03-29 03:00:00,lecture,lecture,1922
2017-03-29 03:00:00,quiz,exam,368
2017-03-29 03:00:00,supplement,supplement,87
2017-03-29 03:00:00,notebook,notebook,816
2017-03-29 03:00:00,programming,graded programming,332
2017-03-30 03:00:00,lecture,lecture,2192
2017-03-30 03:00:00,supplement,supplement,222
2017-03-30 03:00:00,programming,graded programming,440
2017-03-30 03:00:00,quiz,exam,384
2017-03-30 03:00:00,notebook,notebook,1032
2017-03-30 03:00:00,,others,7
2017-03-31 03:00:00,lecture,lecture,1887
2017-03-31 03:00:00,notebook,notebook,820
2017-03-31 03:00:00,programming,graded programming,468
2017-03-31 03:00:00,supplement,supplement,123
2017-03-31 03:00:00,,others,7
2017-03-31 03:00:00,quiz,exam,700
2017-04-01 03:00:00,quiz,exam,308
2017-04-01 03:00:00,lecture,lecture,1696
2017-04-01 03:00:00,notebook,notebook,480
2017-04-01 03:00:00,supplement,supplement,96
2017-04-01 03:00:00,programming,graded programming,188
2017-04-02 03:00:00,lecture,lecture,1521
2017-04-02 03:00:00,notebook,notebook,712
2017-04-02 03:00:00,supplement,supplement,81
2017-04-02 03:00:00,quiz,exam,300
2017-04-02 03:00:00,programming,graded programming,512
2017-04-02 03:00:00,,others,6
2017-04-03 03:00:00,supplement,supplement,130
2017-04-03 03:00:00,lecture,lecture,1828
2017-04-03 03:00:00,notebook,notebook,732
2017-04-03 03:00:00,quiz,exam,916
2017-04-03 03:00:00,programming,graded programming,216
2017-04-03 03:00:00,,others,3
2017-04-04 03:00:00,supplement,supplement,103
2017-04-04 03:00:00,lecture,lecture,1852
2017-04-04 03:00:00,programming,graded programming,316
2017-04-04 03:00:00,notebook,notebook,548
2017-04-04 03:00:00,,others,3
2017-04-04 03:00:00,quiz,exam,556
2017-04-05 03:00:00,notebook,notebook,520
2017-04-05 03:00:00,lecture,lecture,1738
2017-04-05 03:00:00,supplement,supplement,168
2017-04-05 03:00:00,quiz,exam,552
2017-04-05 03:00:00,programming,graded programming,304
2017-04-06 03:00:00,lecture,lecture,1439
2017-04-06 03:00:00,supplement,supplement,114
2017-04-06 03:00:00,notebook,notebook,616
2017-04-06 03:00:00,quiz,exam,492
2017-04-06 03:00:00,programming,graded programming,452
2017-04-07 03:00:00,lecture,lecture,1811
2017-04-07 03:00:00,supplement,supplement,128
2017-04-07 03:00:00,notebook,notebook,644
2017-04-07 03:00:00,quiz,exam,432
2017-04-07 03:00:00,programming,graded programming,256
2017-04-08 03:00:00,quiz,exam,868
2017-04-08 03:00:00,notebook,notebook,456
2017-04-08 03:00:00,supplement,supplement,111
2017-04-08 03:00:00,lecture,lecture,1158
2017-04-08 03:00:00,programming,graded programming,192
2017-04-08 03:00:00,,others,7
2017-04-09 03:00:00,supplement,supplement,114
2017-04-09 03:00:00,quiz,exam,860
2017-04-09 03:00:00,programming,graded programming,148
2017-04-09 03:00:00,,others,3
2017-04-09 03:00:00,lecture,lecture,1331
2017-04-09 03:00:00,notebook,notebook,628
2017-04-10 03:00:00,supplement,supplement,132
2017-04-10 03:00:00,lecture,lecture,1503
2017-04-10 03:00:00,quiz,exam,624
2017-04-10 03:00:00,notebook,notebook,620
2017-04-10 03:00:00,programming,graded programming,188
2017-04-11 03:00:00,lecture,lecture,2158
2017-04-11 03:00:00,supplement,supplement,204
2017-04-11 03:00:00,notebook,notebook,812
2017-04-11 03:00:00,quiz,exam,1704
2017-04-11 03:00:00,programming,graded programming,392
2017-04-12 03:00:00,supplement,supplement,135
2017-04-12 03:00:00,lecture,lecture,1718
2017-04-12 03:00:00,quiz,exam,1736
2017-04-12 03:00:00,notebook,notebook,640
2017-04-12 03:00:00,programming,graded programming,376
2017-04-12 03:00:00,,others,14
2017-04-13 03:00:00,supplement,supplement,157
2017-04-13 03:00:00,lecture,lecture,1818
2017-04-13 03:00:00,quiz,exam,464
2017-04-13 03:00:00,programming,graded programming,324
2017-04-13 03:00:00,notebook,notebook,752
2017-04-13 03:00:00,,others,3
2017-04-14 03:00:00,notebook,notebook,664
2017-04-14 03:00:00,programming,graded programming,320
2017-04-14 03:00:00,quiz,exam,972
2017-04-14 03:00:00,,others,4
2017-04-14 03:00:00,lecture,lecture,1812
2017-04-14 03:00:00,supplement,supplement,137
2017-04-15 03:00:00,supplement,supplement,109
2017-04-15 03:00:00,lecture,lecture,1254
2017-04-15 03:00:00,quiz,exam,620
2017-04-15 03:00:00,notebook,notebook,540
2017-04-15 03:00:00,programming,graded programming,324
2017-04-15 03:00:00,,others,9
2017-04-16 03:00:00,lecture,lecture,1799
2017-04-16 03:00:00,programming,graded programming,352
2017-04-16 03:00:00,supplement,supplement,123
2017-04-16 03:00:00,notebook,notebook,608
2017-04-16 03:00:00,quiz,exam,1164
2017-04-17 03:00:00,supplement,supplement,180
2017-04-17 03:00:00,notebook,notebook,700
2017-04-17 03:00:00,programming,graded programming,252
2017-04-17 03:00:00,quiz,exam,760
2017-04-17 03:00:00,,others,4
2017-04-17 03:00:00,lecture,lecture,2067
2017-04-18 03:00:00,quiz,exam,888
2017-04-18 03:00:00,lecture,lecture,1805
2017-04-18 03:00:00,programming,graded programming,268
2017-04-18 03:00:00,notebook,notebook,716
2017-04-18 03:00:00,supplement,supplement,146
2017-04-19 03:00:00,notebook,notebook,584
2017-04-19 03:00:00,programming,graded programming,200
2017-04-19 03:00:00,supplement,supplement,110
2017-04-19 03:00:00,,others,7
2017-04-19 03:00:00,quiz,exam,1300
2017-04-19 03:00:00,lecture,lecture,1783
2017-04-20 03:00:00,lecture,lecture,1659
2017-04-20 03:00:00,notebook,notebook,704
2017-04-20 03:00:00,programming,graded programming,560
2017-04-20 03:00:00,supplement,supplement,94
2017-04-20 03:00:00,,others,10
2017-04-20 03:00:00,quiz,exam,1752
2017-04-21 03:00:00,supplement,supplement,108
2017-04-21 03:00:00,quiz,exam,608
2017-04-21 03:00:00,,others,7
2017-04-21 03:00:00,lecture,lecture,1320
2017-04-21 03:00:00,programming,graded programming,380
2017-04-21 03:00:00,notebook,notebook,700
2017-04-22 03:00:00,lecture,lecture,1707
2017-04-22 03:00:00,quiz,exam,592
2017-04-22 03:00:00,notebook,notebook,552
2017-04-22 03:00:00,programming,graded programming,308
2017-04-22 03:00:00,supplement,supplement,106
2017-04-22 03:00:00,,others,7
2017-04-23 03:00:00,programming,graded programming,460
2017-04-23 03:00:00,quiz,exam,144
2017-04-23 03:00:00,,others,3
2017-04-23 03:00:00,lecture,lecture,967
2017-04-23 03:00:00,supplement,supplement,87
2017-04-23 03:00:00,notebook,notebook,884
2017-04-24 03:00:00,lecture,lecture,1891
2017-04-24 03:00:00,supplement,supplement,198
2017-04-24 03:00:00,notebook,notebook,792
2017-04-24 03:00:00,,others,11
2017-04-24 03:00:00,quiz,exam,472
2017-04-24 03:00:00,programming,graded programming,388
2017-04-25 03:00:00,notebook,notebook,576
2017-04-25 03:00:00,supplement,supplement,93
2017-04-25 03:00:00,programming,graded programming,448
2017-04-25 03:00:00,quiz,exam,452
2017-04-25 03:00:00,lecture,lecture,1401
2017-04-25 03:00:00,,others,6
2017-04-26 03:00:00,supplement,supplement,99
2017-04-26 03:00:00,lecture,lecture,1434
2017-04-26 03:00:00,programming,graded programming,176
2017-04-26 03:00:00,quiz,exam,200
2017-04-26 03:00:00,notebook,notebook,560
2017-04-27 03:00:00,supplement,supplement,95
2017-04-27 03:00:00,quiz,exam,636
2017-04-27 03:00:00,programming,graded programming,388
2017-04-27 03:00:00,lecture,lecture,1631
2017-04-27 03:00:00,notebook,notebook,668
2017-04-28 03:00:00,lecture,lecture,1399
2017-04-28 03:00:00,supplement,supplement,47
2017-04-28 03:00:00,programming,graded programming,228
2017-04-28 03:00:00,,others,4
2017-04-28 03:00:00,notebook,notebook,740
2017-04-28 03:00:00,quiz,exam,408
2017-04-29 03:00:00,notebook,notebook,652
2017-04-29 03:00:00,programming,graded programming,224
2017-04-29 03:00:00,supplement,supplement,107
2017-04-29 03:00:00,,others,3
2017-04-29 03:00:00,quiz,exam,356
2017-04-29 03:00:00,lecture,lecture,949
2017-04-30 03:00:00,lecture,lecture,1202
2017-04-30 03:00:00,supplement,supplement,148
