Date,Open,High,Low,Close,AdjClose,Volume
7/10/08,270.739105,272.974548,263.645233,268.538422,268.538422,8719700
7/11/08,266.516571,268.006866,258.036713,265.175293,265.175293,10027500
7/14/08,267.758484,268.285065,256.05957,259.124634,259.124634,8907100
7/15/08,256.471893,262.045654,248.930939,256.377502,256.377502,12220900
7/16/08,255.359131,266.516571,253.650253,266.069489,266.069489,9545900
7/17/08,265.354126,266.789795,260.555328,264.99646,264.99646,17688900
7/18/08,247.564835,247.877792,237.549973,239.104858,239.104858,22731500
7/21/08,238.886276,240.480896,231.345322,232.8853,232.8853,11879700
7/22/08,231.85202,238.573303,231.295639,237.013458,237.013458,9443900
7/23/08,239.248917,247.008453,237.505264,243.029327,243.029327,9851800
7/24/08,246.745163,246.829605,236.27327,236.27327,236.27327,7127700
7/25/08,241.673141,244.971695,239.194275,244.400406,244.400406,6408200
