Date,Open,High,Low,Close,Adj Close,Volume
2015-03-02,50.369999,50.930000,50.290001,50.919998,48.186844,761800
2015-03-03,50.900002,51.130001,50.209999,50.599998,47.884022,646700
2015-03-04,50.509998,51.099998,50.240002,51.020000,48.281483,987500
2015-03-05,51.040001,51.040001,50.400002,50.779999,48.054363,635800
2015-03-06,50.660000,51.099998,50.119999,50.189999,47.496033,742000
2015-03-09,50.259998,50.849998,50.009998,50.700001,47.978657,619100
2015-03-10,50.310001,50.389999,49.639999,49.639999,46.975548,911200
2015-03-11,49.599998,49.790001,49.240002,49.340000,46.833176,1001200
2015-03-12,49.450001,50.029999,49.450001,49.990002,47.450146,792500
2015-03-13,50.060001,50.330002,49.500000,50.250000,47.696938,865900
2015-03-16,50.619999,51.180000,50.619999,50.810001,48.228489,562500
2015-03-17,50.549999,51.000000,50.330002,50.939999,48.351879,546700
2015-03-18,50.630001,50.720001,49.200001,49.520000,47.004028,1747700
2015-03-19,49.349998,50.610001,49.259998,50.410000,47.848812,1281000
2015-03-20,50.610001,50.849998,50.250000,50.439999,47.877281,1393800
2015-03-23,50.400002,50.619999,50.049999,50.330002,47.772877,862100
2015-03-24,50.209999,50.419998,49.759998,50.169998,47.621002,986700
2015-03-25,50.110001,50.240002,49.070000,49.160000,46.662327,2018100
2015-03-26,49.009998,49.689999,48.910000,49.549999,47.032509,999500
2015-03-27,49.380001,49.770000,49.189999,49.700001,47.174889,725300
2015-03-30,49.830002,50.810001,49.779999,50.700001,48.124084,619100
2015-03-31,50.630001,51.009998,50.310001,50.939999,48.351879,1193100
2015-04-01,50.639999,50.930000,50.259998,50.459999,47.896271,884100
2015-04-02,50.410000,50.570000,49.950001,50.110001,47.564049,760700
2015-04-06,49.619999,50.630001,49.209999,50.580002,48.010170,809500
2015-04-07,50.680000,50.880001,50.009998,50.009998,47.469135,517500
2015-04-08,49.970001,50.400002,49.759998,49.919998,47.383705,917400
2015-04-09,49.860001,50.160000,49.590000,50.139999,47.592533,420000
2015-04-10,50.110001,50.590000,49.970001,50.580002,48.010170,668400
2015-04-13,50.470001,50.669998,50.270000,50.320000,47.763386,744100
2015-04-14,50.220001,50.290001,49.580002,49.709999,47.184376,1230900
2015-04-15,49.700001,49.930000,49.299999,49.509998,46.994534,1010200
2015-04-16,49.430000,49.889999,49.169998,49.799999,47.269798,777200
2015-04-17,49.580002,49.720001,48.459999,48.680000,46.206711,1591300
2015-04-20,48.680000,48.939999,48.279999,48.340000,45.883984,1427000
2015-04-21,48.380001,48.970001,48.340000,48.720001,46.244675,1742800
2015-04-22,48.750000,49.230000,48.639999,48.840000,46.358578,2193000
2015-04-23,48.720001,50.080002,48.639999,49.759998,47.231838,1417000
2015-04-24,49.349998,49.840000,48.250000,48.570000,46.102295,2038000
2015-04-27,48.630001,48.759998,48.110001,48.259998,45.808044,1421100
2015-04-28,48.290001,49.439999,48.139999,49.320000,46.814190,989500
2015-04-29,49.340000,49.750000,48.770000,48.959999,46.472481,1024200
2015-04-30,48.889999,49.250000,48.459999,48.630001,46.159248,647300
2015-05-01,48.840000,49.169998,48.619999,49.049999,46.557907,640500
2015-05-04,49.220001,49.709999,49.119999,49.619999,47.098949,712500
2015-05-05,49.540001,49.930000,49.209999,49.430000,46.918606,1027800
2015-05-06,49.430000,49.990002,48.740002,48.970001,46.481972,1056300
2015-05-07,48.930000,49.919998,48.910000,49.889999,47.355228,751100
2015-05-08,50.279999,50.790001,50.209999,50.549999,47.981701,995400
2015-05-11,50.630001,51.160000,50.389999,50.810001,48.228489,951100
2015-05-12,50.660000,50.869999,50.279999,50.500000,47.934242,770900
2015-05-13,50.490002,50.930000,50.299999,50.750000,48.171535,572800
2015-05-14,51.080002,51.480000,50.830002,51.450001,48.835972,541900
2015-05-15,51.619999,51.770000,51.099998,51.189999,48.589180,807600
2015-05-18,51.230000,51.840000,51.200001,51.779999,49.149204,552500
2015-05-19,52.380001,52.419998,52.000000,52.270000,49.614307,840900
2015-05-20,52.200001,52.230000,51.630001,51.830002,49.196667,770600
2015-05-21,51.720001,52.410000,51.650002,52.270000,49.614307,822100
2015-05-22,52.139999,52.939999,52.110001,52.619999,49.946522,837500
