"logLik" "logLik_se" "beta" "im_s" "i_im" "psi" "rho" "tau" "sigma_dem" "sigma_env" "Er_0" "Ir_0" "Im_0" "md" "delta" "R_0" "P_0"
-629.245356145958 0.0558371558186016 0.476191672330658 0.203153869235759 0.299341668498209 2.9309904586021 0.0174225283352816 0.00238247602928567 1.67873096703272 0.0780350674701686 0.000626549609550652 0.00091475577319104 0.0108356869413374 0.1 0.0272 150 1661000
-626.510620065969 0.046597572524326 0.545731908035546 0.0507401394415839 0.299188264961557 4.41122897919833 0.0205487700214674 0.00286176415557743 1.70773575117351 0.0779733413565141 0.000435005581891702 0.000816087961124925 0.683130041375062 0.1 0.0272 150 1661000
-626.883702082135 0.0457780821818681 0.478263675488725 0.0766295191353308 0.303311173794996 3.69185824421362 0.022080178638809 0.00313752608660396 1.5277525303881 0.118153461529709 0.000396744515724167 0.000750137910333688 0.680135774342567 0.1 0.0272 150 1661000
-626.402165138264 0.0373000815577863 0.534924113301754 0.0457702310633113 0.307092323020813 4.46049706701474 0.0229614831292778 0.00312428266727568 1.61203766445895 0.0782978357554965 0.000454400446779988 0.00068462861434898 0.722235764203174 0.1 0.0272 150 1661000
-629.621062676267 0.0645889141231202 0.437529709123102 0.593189025451392 0.285548413169689 3.86841129658301 0.0126541776789438 0.00172223282740031 1.98654820694679 0.0692926021465927 0.00079780842924049 0.00137088978846783 0.18452385665664 0.1 0.0272 150 1661000
-627.886109461201 0.0548290376951249 0.427137339235737 0.191251501089125 0.306918718647138 2.87103733420564 0.0240472342545257 0.00320189068743759 1.34218297847507 0.131023215459221 0.000384324552862073 0.000649765415550012 0.808360067011579 0.1 0.0272 150 1661000
-645.174138554495 0.0628066392321303 0.0429995162544868 0.0406745361174855 0.156558770762809 13.6304486829701 0.0128231381373188 0.00195078420961818 4.43828439271368 0.577245284077836 0.000627434021996566 0.00125836006723419 0.70500028779934 0.1 0.0272 150 1661000
-629.197539232811 0.0638885122261581 0.438047982314794 0.227746797596354 0.288417529741499 2.69297184956731 0.017933244180431 0.00249394863775658 1.62585281921195 0.0386675908752254 0.000583795263203341 0.00094112362237036 0.0906793231059727 0.1 0.0272 150 1661000
-626.01757498425 0.036167660366697 2.90844538391619 0.0038824597588606 0.25705819852455 7.63316574269629 0.0642906313285789 0.00896028856177457 2.4769708167654 0.159090348486587 0.00012474071542137 0.000255649987451621 0.934044214949082 0.1 0.0272 150 1661000
-628.364236177682 0.0657221389796679 0.401232967614205 0.188411441430127 0.305034664438039 3.59086771529164 0.0234746793548907 0.00326171742780127 1.47429402651226 0.126007821932703 0.000501914952977739 0.000622492699005183 0.954224688536176 0.1 0.0272 150 1661000
-629.125799368322 0.0523891022785293 0.463416473241239 0.120621982601262 0.270971980481125 3.09641933662433 0.0149080872402629 0.00206105866449986 1.88715948687658 0.142310070143168 0.000802214006334157 0.00107236974503784 0.017188262483002 0.1 0.0272 150 1661000
-628.94689679794 0.0617473158390397 0.469842605843025 0.0687389655229372 0.263980104520532 3.10150788017319 0.0165859429267808 0.00223046059710304 1.93642287082842 0.136577482306811 0.000356068173104888 0.00103442031459237 0.187072045734122 0.1 0.0272 150 1661000
-628.451113478813 0.0517675428482204 0.394538906286954 0.605080204690321 0.299980625596496 1.70791381324139 0.0346800483731457 0.00485247480573451 1.10299156053611 0.113414036711032 0.000304381259418958 0.000451213505755583 0.895570065495149 0.1 0.0272 150 1661000
-626.442936882558 0.0470626986071447 0.548596403223379 0.0441906805327848 0.293830533337989 4.98775446388462 0.0203146524869066 0.00277838279626803 1.72083509456645 0.118125697559627 0.000461081992924673 0.000829695888945553 0.749481473362674 0.1 0.0272 150 1661000
-627.100745998894 0.0545142287855053 0.497582925693569 0.0685876521146271 0.289799526391068 4.96037302247414 0.0171729293083441 0.00235868929800813 1.71623598657481 0.200000132511488 0.000523244348763658 0.00106185054286409 0.747298817299121 0.1 0.0272 150 1661000
-627.822669316476 0.0470977632557171 0.48602708757879 0.0754555831103001 0.273096712287138 3.55585842614515 0.0165156951676901 0.00233632560878917 1.79319427424263 0.104522378537929 0.000448505102752252 0.00103632336614625 0.427187818822855 0.1 0.0272 150 1661000
-626.740698805886 0.050139472796083 0.753236785429019 0.0181519747642212 0.287565399714193 4.1534054886553 0.028007653485737 0.00396598540808382 1.60737669033621 0.152825391703428 0.000364857511098779 0.00058173022642675 0.670775862925787 0.1 0.0272 150 1661000
-626.692976178786 0.0456170855160001 0.496111556801709 0.0559381850344141 0.318230312439938 3.930077470298 0.0266251997530622 0.00376181686275194 1.37364366307594 0.0697722994142345 0.000421748825167699 0.000590972605402024 0.732108588968271 0.1 0.0272 150 1661000
-898.486630514772 0.996491605881855 1.21716537501818 0.0868530097135943 0.160181839369289 176.903078964122 0.766122672807212 0.00539027010845878 40.6401188341945 0.12195969883375 0.000172018131135108 1.81334983847044e-05 0.149546479723009 0.1 0.0272 150 1661000
-626.687337222097 0.0533419187200741 0.530729913771851 0.0500517650340142 0.316157731586925 4.27082229079157 0.0238370810901809 0.00332712067314293 1.52244938104322 0.125353887177373 0.000386458839450834 0.000676071051463608 0.733101306390105 0.1 0.0272 150 1661000
-629.287008582862 0.06316176861219 0.455050614109961 0.325127103761726 0.28341172454715 3.65749626566053 0.0123215268118311 0.00170842759920018 1.90999856900974 0.155285463624576 0.000704192552733129 0.00135657746292589 0.112867073615127 0.1 0.0272 150 1661000
-628.86931392356 0.0712208661992886 0.430500325335921 0.110732683671589 0.258500183822889 2.83164608398736 0.0159286861765525 0.00212790109673102 1.86108892373569 0.0283996372922043 0.000585201467723596 0.000999201846408325 0.114846705515503 0.1 0.0272 150 1661000
-629.604629866083 0.0656536268359052 0.427689417801009 0.229686921476721 0.265027720748672 4.14705557954776 0.0119716071699647 0.00170184744651288 2.01988925785044 0.214308186124742 0.000533375445848801 0.00152720518866397 0.0579176419159148 0.1 0.0272 150 1661000
-628.165013087047 0.0612169801937814 0.427568121406995 0.946291936291067 0.293172585162217 4.53715015442618 0.0124089670364552 0.00174951855059643 1.95594415738492 0.0413369496293305 0.000747955472424907 0.00140591517259757 0.845751141961984 0.1 0.0272 150 1661000
-630.590545465478 0.0501200065282819 0.36065592861086 0.463653699885268 0.271965899652592 1.18167806573433 0.0437007017109492 0.00626311631688403 1.06631975063801 0.194413105878973 0.000182594509472703 0.000378644894662349 0.117778330837162 0.1 0.0272 150 1661000
-626.638849095567 0.0468067181817296 0.465191352385689 0.0616406595653994 0.288573838498788 3.66632853988347 0.0220404584219428 0.00309095731656704 1.61328784434739 0.0132331648429135 0.000467770863634368 0.00073172121079474 0.633683263059695 0.1 0.0272 150 1661000
-626.014146702154 0.0409082647072751 0.902158147119821 0.0167412713313223 0.272877777130781 6.14380783586144 0.0244721616833861 0.00350262151023016 2.08526188093679 0.0792989088666424 0.000326004100499495 0.000665751833541263 0.793050087676872 0.1 0.0272 150 1661000
-628.102259185831 0.057620987288719 0.406331860576943 0.0788596793742002 0.308712753206337 1.62867517191553 0.047782683442665 0.00669309826633922 0.974981382316635 0.121369729491146 0.000157456377975441 0.000380212742266567 0.531470432734047 0.1 0.0272 150 1661000
-665.361774496747 0.0444970502379669 0.141879777253165 0.304782425888433 0.0898476440312953 1.82968554748404 0.142690440218993 0.029005574092605 4.71130404228823 0.0359467918143943 3.66709802608732e-05 0.000102814974775592 0.013606071379037 0.1 0.0272 150 1661000
-628.628097604682 0.0506503957446334 0.447009825063605 0.403337777210337 0.30149692450534 3.97697974758041 0.0144466942906928 0.00207913914909899 1.81716580543578 0.0750711848218388 0.000800500564510505 0.00110070905357436 0.645605015543422 0.1 0.0272 150 1661000
-628.983106985388 0.072905374984693 0.445493775218266 0.129736521601647 0.262218301768076 3.54787613342071 0.0137431228935465 0.00182408934257906 2.13276955736052 0.0352023620791568 0.000598037083555113 0.00114900524166053 0.0912026604567042 0.1 0.0272 150 1661000
-626.339622053957 0.0497107829720787 0.596966090668972 0.0387117866980061 0.29778452275742 4.39356161993028 0.0215672024991845 0.00297874483729089 1.73256203933842 0.0429114149899984 0.000508384071270825 0.000724180436499518 0.679658106139262 0.1 0.0272 150 1661000
-629.070339758607 0.052821153733176 0.465184133493056 0.118149369638874 0.272391811295286 2.46541831179215 0.0164984714298359 0.00238473782215168 1.72545543888336 0.127004922396153 0.000542120988158926 0.000955062435627368 0.0611512877094882 0.1 0.0272 150 1661000
-627.724583993936 0.0419326513230264 0.43484129654273 0.0795485030994569 0.269137329569645 3.60302081295296 0.017807864935357 0.00255153186904636 1.76499501211511 0.142812102141703 0.000395342558517887 0.000945169919301 0.493906873830122 0.1 0.0272 150 1661000
-626.851873806926 0.0513607839158437 0.428748499816313 0.0987376227215978 0.297993584128825 3.51889654927833 0.0230997165309092 0.00316978948877185 1.51248673392718 0.0769996481680936 0.000392259929713254 0.000726555722598966 0.759941285545704 0.1 0.0272 150 1661000
-629.424906655893 0.0416407734387449 0.423515179368657 0.0929799156804154 0.242451473826542 3.03021598682168 0.0136178983668078 0.00188567134800424 2.10776589362202 0.0985536747995774 0.000474435004057746 0.00140299638207459 0.0482093839690769 0.1 0.0272 150 1661000
-626.359075594291 0.0443255380990778 0.61517474338978 0.030421411238066 0.270750211535211 6.04190162747476 0.0189060054652169 0.00270474486487018 2.15725834822397 0.0632159735692583 0.00046841307373118 0.000858301092416504 0.756136394541958 0.1 0.0272 150 1661000
-627.711413435099 0.052921984872309 0.468215210116988 0.0679217583275416 0.297874515371587 2.43868333582209 0.0275824210437049 0.00379168905492741 1.37933664190199 0.0507394663297162 0.000429061241049753 0.000533222578090123 0.462382473651705 0.1 0.0272 150 1661000
-626.541032739437 0.041236760392952 0.522046302551059 0.0508031525364946 0.294762331869655 4.61725079402657 0.0201278402929864 0.00293465954328966 1.73576194771609 0.0647849502482316 0.000392950620911085 0.00081238394069733 0.703584602965603 0.1 0.0272 150 1661000
-629.603190978824 0.0514002016092609 0.425678568968495 0.582122459400943 0.283335536026366 3.68242167465363 0.0128412080578088 0.00177821450553337 2.00431830114747 0.0676417330093882 0.000728378427227704 0.00130449882515576 0.00311364163488409 0.1 0.0272 150 1661000
-626.406731352757 0.0508558582228479 0.561399545195781 0.039823411912842 0.29656406244968 4.95704093350137 0.02144116406224 0.00300271326518601 1.77226139691494 0.0550379770684787 0.000500960933681884 0.000737806816815869 0.730680688863051 0.1 0.0272 150 1661000
-629.069863308548 0.0573885701764498 0.428797026056125 0.346114379406276 0.303326979751506 2.39634592676125 0.0229366985245808 0.00312526849160872 1.40910660798434 0.0976645010511083 0.000416025012069481 0.000750050259887444 0.416785336528247 0.1 0.0272 150 1661000
-629.38389094929 0.0466792665215797 0.423296226619598 0.2431969550312 0.270971516487577 3.67594141137291 0.0137020396850223 0.00190088450332672 2.02287225934676 0.151362546272152 0.000501481720433774 0.00138201972808287 0.110364409899943 0.1 0.0272 150 1661000
-629.475275761984 0.0529309086687057 0.452522677289591 0.188799034312911 0.265226701406827 3.78993586827552 0.0113845226533656 0.0016071039230462 2.25206833227177 0.110414192441758 0.00110646135121948 0.00123415574382827 0.00882041855233026 0.1 0.0272 150 1661000
-626.786282233944 0.0540782693739156 0.528452073979621 0.0422899513283577 0.285002618971572 3.98106220841885 0.0210099213045112 0.00290182524099958 1.60842998825473 0.148062674133324 0.000424336280792659 0.000803750907551626 0.605088312957448 0.1 0.0272 150 1661000
-629.204689920238 0.0486200142441772 0.457127969885478 0.103995224236528 0.248173053971842 3.25014838560826 0.0126679734303629 0.00172802556878817 2.2533402038961 0.121906182638495 0.000706806055155988 0.00121371530289355 0.0701276610419087 0.1 0.0272 150 1661000
-628.677507475852 0.0382590037185988 0.426948159100218 0.152323620253108 0.286149238640644 2.00418242924669 0.0253756170209605 0.00348698086136799 1.40980993537062 0.122673295647373 0.000404103638022503 0.000618586206805907 0.378855829527383 0.1 0.0272 150 1661000
-626.705942419295 0.0477852526246305 0.558996002803912 0.0363377918685803 0.280210514120308 4.0872318590628 0.021318916455458 0.00293325912105608 1.67412256045456 0.147077130658533 0.000463037472414715 0.000740980368844745 0.633477472164378 0.1 0.0272 150 1661000
-628.73580838786 0.0437404443482616 0.454680548485138 0.0816829079432748 0.265155161938749 3.19552961377831 0.0161636184801235 0.00220768467760603 1.83740733191555 0.189170741114268 0.000651156343556143 0.000983950653782886 0.158042429238168 0.1 0.0272 150 1661000
