1928,4607542
1929,4724934
1930,4842325
1931,4883703
1932,4925081
1933,4966459
1934,5007837
1935,5049216
1936,5090594
1937,5131972
1938,5173350
1939,5214728
1940,5256106
1941,5367672
1942,5479238
1943,5590804
1944,5702370
1945,5813936
