		Rate	Day			
24-Apr-18	6.3203	1			
23-Apr-18	6.3129	2			
22-Apr-18	6.2873	3			
20-Apr-18	6.2791	4			
19-Apr-18	6.2774	5			
18-Apr-18	6.2709	6			
17-Apr-18	6.2817	7			
16-Apr-18	6.2665	8			
13-Apr-18	6.2732	9			
12-Apr-18	6.2778	10			
11-Apr-18	6.2736	11			
10-Apr-18	6.277	12			
9-Apr-18	6.3039	13			
6-Apr-18	6.3133	14			
5-Apr-18	6.2901	15			
4-Apr-18	6.2862	16			
3-Apr-18	6.2721	17			
2-Apr-18	6.2693	18			
30-Mar-18	6.2626	19			
29-Mar-18	6.2722	20			
28-Mar-18	6.2852	21			
27-Mar-18	6.2652	22			
26-Mar-18	6.2542	23			
23-Mar-18	6.3126	24			
22-Mar-18	6.3395	25			
21-Mar-18	6.3043	26			
20-Mar-18	6.3336	27			
19-Mar-18	6.3193	28			
16-Mar-18	6.3254	29			
15-Mar-18	6.3296	30			
14-Mar-18	6.3069	31			
13-Mar-18	6.3266	32			
12-Mar-18	6.3246	33			
9-Mar-18	6.3266	34			
8-Mar-18	6.3433	35			
7-Mar-18	6.3199	36			
6-Mar-18	6.3104	37			
5-Mar-18	6.3349	38			
2-Mar-18	6.3289	39			
1-Mar-18	6.3479	40			
28-Feb-18	6.3312	41			
27-Feb-18	6.3262	42			
26-Feb-18	6.2951	43			
23-Feb-18	6.3275	44			
22-Feb-18	6.3343	45			
21-Feb-18	6.338	46			
20-Feb-18	6.3406	47			
19-Feb-18	6.3055	48			
16-Feb-18	6.2982	49			
15-Feb-18	6.2818	50			
14-Feb-18	6.3125	51			
13-Feb-18	6.3342	52			
12-Feb-18	6.3238	53			
9-Feb-18	6.3145	54			
8-Feb-18	6.3639	55			
7-Feb-18	6.3199	56			
6-Feb-18	6.2814	57			
5-Feb-18	6.312	58			
2-Feb-18	6.3129	59			
1-Feb-18	6.291	60			
31-Jan-18	6.2992	61			
30-Jan-18	6.3298	62			
29-Jan-18	6.338	63			
26-Jan-18	6.3258	64			
25-Jan-18	6.3295	65			
24-Jan-18	6.3489	66			
23-Jan-18	6.3986	67			
22-Jan-18	6.4047	68			
19-Jan-18	6.4002	69			
18-Jan-18	6.4213	70			
17-Jan-18	6.4322	71			
16-Jan-18	6.4371	72			
15-Jan-18	6.4305	73			
12-Jan-18	6.4601	74			
11-Jan-18	6.4921	75			
10-Jan-18	6.5228	76			
9-Jan-18	6.535	77			
8-Jan-18	6.4965	78			
5-Jan-18	6.4805	79			
4-Jan-18	6.4919	80			
3-Jan-18	6.4977	81			
2-Jan-18	6.5022	82			
1-Jan-18	6.514	83			
29-Dec-17	6.514	84			
28-Dec-17	6.5309	85			
27-Dec-17	6.5538	86			
26-Dec-17	6.5412	87			
25-Dec-17	6.5557	88			
22-Dec-17	6.5652	89			
21-Dec-17	6.5664	90			
20-Dec-17	6.5648	91			
19-Dec-17	6.6059	92			
18-Dec-17	6.609	93			
15-Dec-17	6.6067	94			
14-Dec-17	6.6071	95			
13-Dec-17	6.6131	96			
12-Dec-17	6.6277	97			
11-Dec-17	6.6215	98			
8-Dec-17	6.6232	99			
7-Dec-17	6.6239	100			
6-Dec-17	6.618	101			
5-Dec-17	6.6176	102			
4-Dec-17	6.6171	103			
1-Dec-17	6.5949	104			
30-Nov-17	6.6114	105			
29-Nov-17	6.6122	106			
28-Nov-17	6.6081	107			
27-Nov-17	6.5975	108			
24-Nov-17	6.5883	109			
23-Nov-17	6.5791	110			
22-Nov-17	6.5961	111			
21-Nov-17	6.6269	112			
20-Nov-17	6.6452	113			
17-Nov-17	6.6368	114			
16-Nov-17	6.633	115			
15-Nov-17	6.6324	116			
14-Nov-17	6.6368	117			
13-Nov-17	6.6574	118			
10-Nov-17	6.6607	119			
9-Nov-17	6.6484	120			
8-Nov-17	6.632	121			
7-Nov-17	6.6418	122			
6-Nov-17	6.6249	123			
3-Nov-17	6.6354	124			
2-Nov-17	6.607	125			
1-Nov-17	6.609	126			
31-Oct-17	6.6315	127			
30-Oct-17	6.6364	128			
27-Oct-17	6.6476	129			
26-Oct-17	6.6536	130			
25-Oct-17	6.6376	131			
24-Oct-17	6.6426	132			
23-Oct-17	6.6359	133			
20-Oct-17	6.6235	134			
19-Oct-17	6.606	135			
18-Oct-17	6.6208	136			
17-Oct-17	6.6063	137			
16-Oct-17	6.5829	138			
13-Oct-17	6.5678	139			
12-Oct-17	6.5784	140			
11-Oct-17	6.5739	141			
10-Oct-17	6.5667	142			
9-Oct-17	6.6154	143			
6-Oct-17	6.6514	144			
5-Oct-17	6.6543	145			
4-Oct-17	6.6486	146			
3-Oct-17	6.6677	147			
2-Oct-17	6.6734	148			
29-Sep-17	6.647	149			
28-Sep-17	6.6543	150			
27-Sep-17	6.6398	151			
26-Sep-17	6.6281	152			
25-Sep-17	6.612	153			
22-Sep-17	6.5814	154			
21-Sep-17	6.5682	155			
20-Sep-17	6.587	156			
19-Sep-17	6.5843	157			
18-Sep-17	6.5733	158			
15-Sep-17	6.547	159			
14-Sep-17	6.5428	160			
13-Sep-17	6.5475	161			
12-Sep-17	6.5351	162			
11-Sep-17	6.5393	163			
8-Sep-17	6.503	164			
7-Sep-17	6.4852	165			
6-Sep-17	6.5419	166			
5-Sep-17	6.5396	167			
4-Sep-17	6.5291	168			
1-Sep-17	6.5615	169			
31-Aug-17	6.5956	170			
30-Aug-17	6.5991	171			
29-Aug-17	6.608	172			
28-Aug-17	6.6182	173			
25-Aug-17	6.6431	174			
24-Aug-17	6.6608	175			
