Jan.01,Feb.01,Mar.01,Apr.01,May.01,Jun.01,Jul.01,Aug.01,Sep.01,Oct.01,Nov.01,Dec.01,Jan.02,Feb.02,Mar.02,Apr.02,May.02,Jun.02,Jul.02,Aug.02,Sep.02,Oct.02,Nov.02,Dec.02,Jan.03,Feb.03,Mar.03,Apr.03,May.03,Jun.03,Jul.03,Aug.03,Sep.03,Oct.03,Nov.03,Dec.03,Jan.04,Feb.04,Mar.04,Apr.04,May.04,Jun.04,Jul.04,Aug.04,Sep.04,Oct.04,Nov.04,Dec.04,Jan.05,Feb.05,Mar.05,Apr.05,May.05,Jun.05,Jul.05,Aug.05,Sep.05,Oct.05,Nov.05,Dec.05,Jan.06,Feb.06,Mar.06,Apr.06,May.06,Jun.06,Jul.06,Aug.06,Sep.06,Oct.06,Nov.06,Dec.06,Jan.07,Feb.07,Mar.07,Apr.07,May.07,Jun.07,Jul.07,Aug.07,Sep.07,Oct.07,Nov.07,Dec.07,Jan.08,Feb.08,Mar.08,Apr.08,May.08,Jun.08,Jul.08,Aug.08,Sep.08,Oct.08,Nov.08,Dec.08,Jan.09,Feb.09,Mar.09,Apr.09,May.09,Jun.09,Jul.09,Aug.09,Sep.09,Oct.09,Nov.09,Dec.09,Jan.10,Feb.10,Mar.10,Apr.10,May.10,Jun.10,Jul.10,Aug.10,Sep.10,Oct.10,Nov.10,Dec.10,Jan.11,Feb.11,Mar.11,Apr.11,May.11,Jun.11,Jul.11,Aug.11,Sep.11,Oct.11,Nov.11,Dec.11,Jan.12,Feb.12,Mar.12,Apr.12,May.12,Jun.12,Jul.12,Aug.12,Sep.12,Oct.12,Nov.12,Dec.12,Jan.13,Feb.13,Mar.13,Apr.13,May.13,Jun.13,Jul.13,Aug.13,Sep.13,Oct.13,Nov.13,Dec.13,Jan.14,Feb.14,Mar.14,Apr.14,May.14,Jun.14,Jul.14,Aug.14,Sep.14,Oct.14,Nov.14,Dec.14,Jan.15,Feb.15,Mar.15,Apr.15,May.15,Jun.15,Jul.15,Aug.15,Sep.15,Oct.15,Nov.15,Dec.15,Jan.16,Feb.16,Mar.16,Apr.16,May.16,Jun.16,Jul.16,Aug.16,Sep.16,Oct.16,Nov.16,Dec.16,2017. 01 p),2017. 02 p),2017. 03 p),2017. 04 p),2017. 05 p),2017. 06 p),2017. 07 p),2017. 08 p),2017. 09 p),2017. 10 p),2017. 11 p),2017. 12 p)
56549,49594,54169,47950,46377,41440,42005,43407,45216,44383,42261,41544,48474,43264,47435,43061,41569,37210,39923,39330,39199,39058,37475,36113,45107,41632,45693,42755,40796,36553,37626,37697,41241,42861,40280,38302,45512,40763,45130,40279,38604,35762,37680,37965,38886,40459,37016,34705,41096,35590,40772,36340,35672,33442,34362,35677,37085,36946,35391,32658,40429,37308,40977,37408,37474,35037,34876,37159,38151,38209,36707,34418,43490,39264,43325,40048,39653,36854,39228,43726,44520,45322,41451,36308,46747,39495,41318,38783,37598,35035,38042,37787,40037,39886,36473,34691,44149,36681,39834,37539,35864,34122,35779,36169,38187,37737,35172,33616,42936,36639,40975,38336,37005,36028,37106,38392,42294,43625,41318,35517,47577,38160,43260,40376,38958,36766,38168,39360,38963,38359,37328,33990,44984,40609,43209,40094,39388,38170,40127,41455,41735,41889,38579,34311,44247,36645,38540,36738,35626,33154,36188,36400,37063,36055,33827,31972,41229,36754,38021,37183,35749,34171,36390,36539,37879,36450,32379,32691,41914,35709,40329,38072,36534,35520,36612,35207,36444,36702,33467,31910,39405,34830,38131,35147,34341,32849,33920,33897,34375,31592,30366,27390,34900,30500,33200,30400,30300,28900,29400,30100,30000,27800,27000,25000
