2001,2001,2002,2002,2003,2003,2004,2004,2005,2005,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016
241521,504.5,245317,509.7,244506,506.1,244217,503.7,243883,501,242266,495.6,244874,498.4,246113,498.2,246942,497.3,255405,512,257396,513.6,267221,530.8,266257,526.6,267692,527.3,275895,541.5,280827,549.4
