Probe,EntrezID,3973,3996,4019,4042,4065,4088,4111,4134,4157,4180,4203,4226,4264,4288,4312,4336,4360,4384,4408,4432,4456,4480,4504,4528,4562,4587,4612,4637,4662,4687,4712,4737,4762,4787,4812,4837
9155_at,YNL284C,10.3104900638767,9.6333686256985,8.85705275882847,8.62771230597196,8.3477619985194,8.32395659859984,8.33573994699661,8.24445996924333,8.34928616056962,9.77850621716827,10.2307044504622,10.2695528314837,10.2381277832232,9.62803068947932,8.84770141095929,8.6848535078937,8.17536558958678,8.34501373500662,8.2106405156603,8.29624851969906,9.66474441927517,10.1834836229852,10.1956713618129,10.4371047566687,10.3173860354889,9.36605174472299,8.73960807732028,8.45837883010833,8.41161547320574,8.0795830933907,8.26506257403346,8.13136689126419,9.87448255783662,10.328753364758,10.3692509285256,10.3502044352489
